,judge,question,reference,answer,score
702,google-gemma,"Adam Smith relied on the workings of the profit motive in his theory of the 'invisible hand'. Yet, at the same time, he attacked businessmen for their attempts at 'conspiracy against the public'. How did Smith reconcile hiseconomic system with the greed of some businessmen? Would hecall for government intervention in order to break up these conspiracies ?","Smith believed that competition could regulate and control the profit motive, preventing price-fixing conspiracies. He would not call for government intervention.",,0.0
703,google-gemma,Stagflation most likely results from,decreasing SRAS with constant AD.,,0.9
704,google-gemma,"The distribution of salaries of a county school system with 4,752 employees is known to be right skewed, with the superintendent’s salary an outlier on the higher side. A random sample of 20 employees was taken and their salaries recorded. A 95 percent t-confidence interval for the mean salary of the county school system employees is ($15,360, $32,470). The t-confidence interval is not appropriate in this situation because",the skewed salary distribution tells us that assumption of normality of the sampled population will not be satisfied,,0.0
705,google-gemma,"A man is charged with murder. During the trial, defense counsel offers the testimony of a man on death row admitting he hired another man to shoot the victim. The testimony is",not hearsay.,,0.9
706,google-gemma,Subsistence practices of people can be determined by recovering and studying:,the faunal assemblage from a site.,,0.9
707,google-gemma," In the context of Gardiner's article, ""the fragmentation of agency"" refers to what?",the idea that it's not rational for each individual to restrict his or her own pollution,,0.9
708,google-gemma,"A newborn infant is examined by a doctor, who determines that the child has syphilis. Explain how the child con-tracted syphilis .",An infected mother can transmit the organism by placental transfer to the fetus during the first four months of pregnancy.,,0.0
709,google-gemma,Milgram's obedience study was criticized based on what ethical grounds?,risk of psychological harm,,0.9
710,google-gemma,"After having several drinks in a bar, a man and his friend drove by a large home with its lights out. With the man sitting in the passenger seat, the friend pulled the car over. They were feeling drunk and aggressive from the drinks. After discussing it, they decided it was a safe bet to enter the home and see what they could take. They broke in and took several bags of jewelry. While driving away, they were stopped and arrested for burglary. The passenger used the defense that he was too intoxicated to form the specific intent to enter the home for the purpose of committing a felony therein. Do the facts described here indicate that the defense will likely prevail at a trial on the merits?","""No, because the facts indicate that he wasn",,0.9
711,google-gemma,A plant that grows along a trellis exhibits,thigmotropism,,0.0
712,google-gemma,Individuals with Moderate Mental Retardation,can be trained to perform unskilled work under close supervision,,0.2
713,google-gemma,"In a spring-block oscillator, the maximum speed of the block is",proportional to amplitude,,0.9
714,google-gemma,The normal human chromosome diploid number is:,46,,0.9
715,google-gemma, Nagel thinks that the core of the absolutist position is that,the hostility should be directed at its true object.,,0.0
716,google-gemma,"Statement 1| Traditional machine learning results assume that the train and test sets are independent and identically distributed. Statement 2| In 2017, COCO models were usually pretrained on ImageNet.","True, True",,0.0
717,google-gemma,What are some of the cues used by animal in migrating?,"""Scent, celestial clues, earth",,0.9
718,google-gemma,Which orbital wall is most likely to collapse in a 'blow out' fracture?,The floor,,0.2
719,google-gemma,"Viruses have encouraged us to change our world, as we have now:",Eradicated smallpox,,0.9
720,google-gemma,"Which diseases are not less frequent among vegetarians?
",Respiratory diseases,,0.1
721,google-gemma,A burial site where the body is allowed to decompose naturally without a casket is called a _____ cemetery,Green,,0.9
722,google-gemma,Statement 1| CIFAR-10 classification performance for convolution neural networks can exceed 95%. Statement 2| Ensembles of neural networks do not improve classification accuracy since the representations they learn are highly correlated.,"True, False",,0.0
723,google-gemma,The Federal Reserve's most important control instrument is open-market operations. How is it that selling government bonds can reduce bank reserves?,The bank will lose an equivalent amount of reserve balances with the Federal Reserve,,0.9
724,google-gemma,"The board of a state university has adopted the following rule concerning residency requirements:""A student will be considered a legal resident of the state for the purpose of registering at the university if such person is over the age of 21 and has established a legal residence in the state for at least one year next preceding the last day of registration for credit. ""A student moved to the state and immediately enrolled at the state university. Since he did not fulfill the university residency requirement, the student was required to pay $1,800 tuition each semester, which was $400 more than the tuition of state resident-students. In an action by the student challenging the constitutionality of the provision governing the determination of residency for the purpose of fixing a fee differential for out-of-state students in public college, the court will most likely declare the provision","s rights to set tuition fees.""",,0.9
725,google-gemma,"A defendant hated a victim and decided to kill him. The defendant put a loaded gun in his coat pocket and went outside for a walk, not sure if and when he may see the victim. The defendant passed by a bar and decided to go inside for a drink. While in the bar, he drank several bottles of beer and became intoxicated. While walking home from the bar, the defendant bumped into the victim. As soon as the defendant recognized him, he pulled out his gun and shot and killed the victim. In this jurisdiction, first-degree murder is defined as a premeditated and deliberate killing. All other forms of murder are second-degree murder. The defendant is guilty of",first-degree murder.,,0.0
726,google-gemma,Taurek claims that:,the notion of the sum of two people’s losses should be rejected.,,0.0
727,google-gemma,"In complex analysis, define U^n={(z_1, \cdots, z_n): |z_j|<1, j=1, \cdots, n} and B_n={(z_1, \cdots, z_n): \sum_{j=1}^n |z_j|^2<1 }. Are they conformally equivalent in C^n? Here C^n is the d-dimensional complex space. Return 1 for yes and 0 for no.",0.0,,0.0
728,google-gemma,"This question refers to the following information.
For a long time, educated Germans answered it in the positive, initially by laying claim to a special German mission, then, after the collapse of 1945, by criticizing Germany's deviation from the West. Today, the negative view is predominant. Germany did not, according to the now prevailing opinion, differ from the great European nations to an extent that would justify speaking of a ""unique German path."" And, in any case, no country on earth ever took what can be described as the ""normal path.""
Heinrich August Winkler, Germany: The Long Road West, Volume 1, 2006
From this passage, one may infer that the belief that Germany had a unique mission in history",was rejected by all Germans after World War II,,0.9
729,google-gemma,"The United States is trading salmon to Peru in exchange for anchovies. If these nations are trading based upon relative opportunity costs, what must be the case?","The United States has comparative advantage in salmon production, and Peru has comparative advantage in anchovy production.",,0.0
730,google-gemma,"Statement 1 | If H is a subgroup of a group G and a belongs to G, then aH = Ha. Statement 2 | If H is normal of G and a belongs to G, then ah = ha for all h in H.","False, False",,0.9
731,google-gemma,"A man decided to stop at a drive-through hamburger stand for a late snack. As he drove up to the drive- through line, the manager of the hamburger stand informed him through the intercom system that the restaurant was closing and no further orders would be accepted. She told the man that the last car to be served was the one directly in front of him. The man became angry and yelled into the intercom machine, ""Listen, babe, I am hungry. I want two cheeseburgers, a large order of fries, and a Coke. "" The manager retorted, ""I'm terribly sorry, but we cannot accept your order. ""Shortly thereafter, the manager handed the food order to the passengers in the car immediately in front of the man's. When the man saw the manager serving that car, he became very angry, drove his automobile up to the service window and shouted at the manager, ""You can't do this to me. "" When the manager laughed, the man suddenly reached into the car's glove compartment and pulled out a gun. He aimed at the manager and fired the weapon, intending to hit her. The bullet missed the manager but hit a customer, wounding him in the head. In an action by the customer against the man for battery, the customer will be","unsuccessful, because the man did not intend to shoot the customer.",,0.9
732,google-gemma,"A state built a racetrack that was specially designed and constructed for thoroughbred horseracing. State bonds were issued to finance the construction of the racetrack. The bond agreement provided that for the first five years the racetrack was in operation, at least $2 from each admission charge would be used to repay the bond debt. The bond agreement further stipulated that if the proceeds from the admission charges during the first five years were not sufficient to repay the bondholders, then at least $1 from each admission charge for the next five years would be applied to make the necessary bond payments. After the racetrack was built and in operation for two years, the state legislature passed a bill requiring the racetrack to admit all senior citizens over the age of 65 for the discounted admission fee of 50 cents. This law is probably","unconstitutional, because it is an ex post facto law.",,0.0
733,google-gemma,One astronomical unit (AU) is equal to approximately ...,150 million km,,0.9
734,google-gemma,Which one of these is NOT a mineral?,Lithium,,0.2
735,google-gemma,The principal effect of the current concern co improve the employment opportunities of the educationally or socially disadvantaged has been to encourage the use in employment testing of,work-sample types of tests,,0.0
736,google-gemma,Self-instructional training of impulsive children involves helping them to,change their self-statements to increase their task-oriented behavior,,0.7
737,google-gemma,Any atom that emits an alpha particle or beta particle,becomes an atom of a different element always.,,0.9
738,google-gemma,"Adrenalin is a hormone which stimulates the sympathetic system . What effects would you expect adrenaline tohave on (a) the digestive tract, (b) the iris of the eye, and (c) the heart beat?","(a) Slows peristalsis and reduces secretion, (b) Causes radial muscles to contract, resulting in dilation, (c) Accelerates and strengthens the heartbeat",,0.0
739,google-gemma,"A defendant was arrested and charged with involuntary manslaughter for causing a vehicular homicide. A grand jury was convened, and various witnesses were subpoenaed. At the grand jury, a witness was asked the following question by the prosecuting attorney: ""Is it not true that 20 minutes after the accident you told the police that the defendant's car went through the red light?"" He answered, ""Yes. ""The defendant was also subpoenaed to appear before the grand jury. The defendant was represented by counsel at the grand jury hearing. During questioning he was shown the witness's statement from his testimony. No objection was made to the introduction of the witness's statement. At the defendant's trial, the prosecuting attorney seeks to introduce into evidence the witness's statement from the deposition taken at the grand jury hearing. The defendant's attorney objects to this proffer of evidence. The objection at trial will be","granted, because the statement is hearsay not within any recognized exception.",,0.9
740,google-gemma,Which of these companies is not an online stock brokerage?,EDigital,,0.2
741,google-gemma,"What is the ""Post Hoc"" fallacy? Give an example of erroneous economic thinking which may result from this fallacy.","Post Hoc fallacy is thinking that, because event A precedes event B in time, event B must have been caused by event A.",,0.9
742,google-gemma, What assumption does Pence think people who object to SCNT make when they say that SCNT is not best for the child?,The parents are indifferent to the child's wellbeing.,,0.0
743,google-gemma,During swallowing the,auditory tube opens.,,0.2
744,google-gemma,It is a monetarist point of view that,the money supply should be increased steadily,,0.0
745,google-gemma,"A condominium development consists of two buildings, one with balconies attached to each unit, and one withno balconies. For safety concerns, the condominium association amended the covenants and restrictions toprohibit future sales of balcony units to families with minor children. The amendment did not affect families withchildren already living in balcony units. The amendment was promptly recorded. The condominium associationhad a valid covenant providing that all sales had to be approved by the association. Subsequent to the effective date of the amendment, the owner of a balcony unit contracted to sell it to a familywith minor children. Before the closing, the association told the buyers that because they had minor children,they could not buy the unit. The association further told the buyers that numerous units were available in thebuilding without balconies. After receiving this notification, the buyers complained to a fair housing agency, claiming that the amendmentwas unenforceable because it violated federal fair housing laws. Is there reasonable cause to believe that a violation has occurred?","Yes, because families with children cannot be segregated within the condominium development.",,0.0
746,google-gemma,Stack is also known as,LIFO memory,,0.1
747,google-gemma,"A victim and a defendant both worked as longshoremen at a shipyard. After the victim was shot to death, the defendant was tried for murder and acquitted. Following the acquittal, the victim's estate sued the defendant in a wrongful death action. During the civil trial, the victim's estate called a witness to testify. The witness, who worked with both men at the shipyard, testified that two weeks before the shooting, the victim came to work with a broken nose and said that the defendant had caused it. The attorney for the victim's estate then asked the witness the following question, ""Was the defendant present during your conversation with the victim, and if so, did he say anything about the victim's broken nose?"" The witness replied, ""Yes, the defendant was present, and after the victim told me that the defendant broke his nose, the defendant said, And that's only the beginning. ""Upon objection by the defendant's attorney, the witness's testimony is","admissible, because it reports the defendant's adoptive admission of the victim's assertion.",,0.0
748,google-gemma,What will be the properties of the OLS estimator in the presence of multicollinearity?,"It will be consistent, unbiased and efficient",,0.8
749,google-gemma,What is the final word of the Pledge of Allegiance?,all,,0.9
750,google-gemma,How do chromosomal variations influence sex determination in humans?,Chromosomal variations in humans result in intermediate sex individuals. Most of the variants are associated with chromosomal abnormalities involving either an excess or a deficiency of sex chromosomes.,,0.9
751,google-gemma,"The police were called to a domestic dispute. The wife told police that her husband was abusive and that he was a heavy cocaine user. The husband was present and denied the allegation. Police asked for permission to search the premises for drugs, which was consented to by the wife. The husband, however, refused to consent to the search. The police went ahead anyway and found drugs in the husband's belongings. After being arrested on drug charges, the husband filed a motion for suppression of the evidence based on lack of consent. What should be the likely decision of the trial court?",The search was valid because the cases say that one occupant's consent to the search overrules the other occupant's refusal to consent.,,0.9
752,google-gemma,"In a vacuum, an object has no",buoyant force,,0.1
753,google-gemma,"Upon graduation from high school, a student enrolled in a college close to where he lived. However, since the student did not have a car, he rode the bus to and from the college each day. The student soon discovered that he was spending up to two hours each day to make the round trip to and from college on the bus, whereas the trip could be made in half that time if he had a car. He decided to buy a car and asked his father to accompany him as he looked for a car to purchase. After visiting a number of car lots, the son finally found a used car to his liking. However, the son only had $2,500 in his bank account, and the price of the car was $10,000. Since the son had not built up a credit history, the car lot was reluctant to sell the car to the son. The father then told the finance manager of the car lot, ""If you will sell the car to my son and for any reason he defaults on the payments, I will pay the balance due. "" The finance manager then approved the deal, which required the son to pay $2,500 down and monthly payments of $500 for 15 months. Six months later, the son defaulted on the payment plan, and the car lot sought recovery from the father without first suing the son. With regard to the father's obligation under his promise to the finance manager, the court would most likely","relieve the father of liability, because the father was never under a duty as a surety.",,0.0
754,google-gemma,Most people who are suicidal are more dangerous to themselves,as they begin to recover from their depression,,0.2
755,google-gemma,List and describe three major types of emotional expression.,"The three major types of emotional expression are the startle response, facial and vocal expression, and posture and gestures.",,0.9
756,google-gemma,New stores opening around a large shopping mall reflect which concept?,Movement bias,,0.9
757,google-gemma,"Under ethical ________ objective moral principles can be rationally determined, while ethical under ________ morality is both context dependant and subjective.","Absolutism, Relativism",,0.9
758,google-gemma,Hume's attack on natural law is founded on his argument that:,We cannot objectively know what is morally right or wrong.,,0.9
759,google-gemma,Which of these principles is not an element of the responsibility to protect?,The responsibility to remain sovereign.,,0.1
760,google-gemma,"A defendant was prosecuted for mail fraud. At trial, the defendant moved to have all witnesses excluded from the courtroom, and the court granted the motion. The government named the investigating FBI agent as its designated representative. Upon learning that the agent would be giving testimony during the trial, the defendant moved that the agent also be excluded from the courtroom. Should the defendantÕs motion be granted?","s role in the investigation makes his presence necessary for legal proceedings.""",,0.9
761,google-gemma,The equation ΔH = ΔU + PΔV is applicable,only for constant pressure processes,,0.2
762,google-gemma,"A testator died and through his will gave his entire estate to charity, but the gift failed because the will was executed 10 days prior to the testator's death. A man then filed a claim against the estate, alleging that he was the son and heir of the testator. At the trial on the man's claim, the man was unable to produce any proof of a ceremonial marriage, but established the following by undisputed evidence: (a) that his mother and the testator had cohabited for a number of years; and (b) that his mother had predeceased the testator by one day. Assume that this jurisdiction has a relevant Dead Man's Statute in effect. At trial, the man's attorney called a clerk at a winter resort hotel. The clerk testified that the testator and the man's mother had come to the hotel for many years and he often saw the testator sign the hotel register as ""Mr. and Mrs. Testator. ""The trial court should rule the clerk's testimony ","admissible, because the clerk had personal knowledge of the matter.",,0.9
763,google-gemma,Kelsen’s theory of law is called pure theory because Kelsen :,"Separated law from religion, ethics, sociology and history",,0.8
764,google-gemma,"An auto mechanic was repairing a car in his auto. shop when a spark ignited gasoline and oil residue on the floor. The mechanic managed to douse the flames, but not before the fire created giant billows of smoke that floated over onto a neighbor's property and caused the neighbor's home to become discolored. If the neighbor asserts a claim against the mechanic, the neighbor would most likely be able to recover for",negligence.,,0.0
765,google-gemma,"If you believe another psychologist has committed an ethical violation, you should first:",Wait to see whether he or she commits a second violation,,0.1
766,google-gemma,"Bob Wilson borrowed $20,000 from Ted Lamar to open a hardware store. Ted's only interest in the business was the repayment of his 5-year unsecured loan. Bob was so grateful for the loan that he named his business ""Wilson and Lamar Hardware"" and purchased signs and advertising displaying this name. He also listed Bob Wilson and Ted Lamar as ""partners"" on his stationery. When Ted found out, he was flattered to the point that he voluntarily reduced Bob's interest rate from 9 percent to 8 percent per annum. A few weeks later, Pete Smith, who had assumed that both Wilson and Lamar were operating the hardware store and was not familiar with the true situation, sold goods to Wilson and Lamar Hardware. Pete Smith has been unable to collect for the goods and he seeks your advice. Your advice to Pete is",Bob Wilson and Ted Lamar are liable jointly.,,0.0
767,google-gemma,"A state built a casino and issued bonds to finance its construction. On five occasions, there were episodes of violence in various casinos in the state. The state police attributed the violence to greed and fear at the casinos. To prevent such violence, the state legislature passes a statute prohibiting all gambling at privately owned casinos in the state. Is this law likely to be held constitutional if most casinos in the state were owned by those from out-of-state?","Yes, but only if the local interest in safety outweighs the burden of interstate commerce.",,0.9
768,google-gemma,"An attorney received a document at his office with an attached note from a client for whom he had just finished drafting a will. The note read as follows: ""Do you think this contract of sale for my boat complies with state law? I would have talked to you in person about this, but I'm on my way out of town. I will be back next week."" The attorney reviewed the document and wrote a one-page letter to the client stating that the document complied with state law. The lawyer included a bill for $500, which was a lawyer included a bill for $500, which was a reasonable fee. The client refused to pay the attorney anything, arguing that she had never agreed to retain the attorney and that she had received nothing of value from the attorney because the sales transaction was never concluded. Assume that there is no applicable statute or rule governing the formation of attorney-client relationships in the jurisdiction. If the attorney sues the client for the $500, will the attorney be likely to prevail?","""Yes, because the client was aware that the attorney",,0.0
769,google-gemma,What is Delta Burke's character's job on the sitcom 'Designing Women'?,interior designer,,0.9
770,google-gemma,"Explain why the average fixed cost curve (AFC) slopes down-ward throughout, while the average variable cost curve (AVC) slopes down at first, but then turns upward.","The AFC slopes downward because as quantity increases, the average fixed cost per unit decreases. The AVC slopes down at first due to fuller utilization of the fixed inputs and the extension of specialization but then turns upward due to the law of diminishing returns.",,0.0
771,google-gemma,"Two people, one of mass 100 kg and the other of mass 50 kg, stand facing each other on an ice-covered (essentially frictionless) pond. If the heavier person pushes on the lighter one with a force F, then",the magnitude of the acceleration of the lighter person will be twice the magnitude of the acceleration of the heavier person,,0.0
772,google-gemma,Trace language development during preschool age.,"s vocabulary shrinks before it begins to grow again.""",,0.9
773,google-gemma,The most obvious material symbols of ancient state societies are:,monumental works.,,0.9
774,google-gemma,"I don't know what the answer is to number 8. But Heather hasn't made the third option into the correct answer for a while, and even then only once, so I'm guessing that this is the fallacy of Composition!",Gambler's Fallacy,,0.1
775,google-gemma,The opinions of congressional committees often fail to accurately mirror public opinion because,"""the membership of committees often overrepresents constituencies with the greatest stake in the committee",,0.0
776,google-gemma,What is validity?,Validity is whether the test measures what the examiner wants it to measure and how well it measures it.,,0.9
777,google-gemma,Experiencing intense feelings of shame and guilt upon admitting to a counselor that a family problem exists is common among traditional,Asian-Americans,,0.9
778,google-gemma,What is the slowest wind speed a hurricane can have according to the Saffir-Simpson scale?,74 m.p.h.,,0.74
779,google-gemma,The net ionic equation expected when solutions of NH4Br and AgNO3 are mixed together is,Ag+(aq) + Br-(aq) → AgBr(s),,0.9
780,google-gemma,"Statement 1| For any two variables x and y having joint distribution p(x, y), we always have H[x, y] ≥ H[x] + H[y] where H is entropy function. Statement 2| For some directed graphs, moralization decreases the number of edges present in the graph.","False, False",,0.1
781,google-gemma,"In the process of generating ATP, hydrogen ions (H+, or protons) are transported across the inner mitochondrial membrane and the thylakoid membrane by a proton pump (an ATPase). You would expect to find similar proton pumps in the plasma membranes of",bacteria,,0.9
782,google-gemma,"Which are the FIVE main series of apoproteins that have been identified?
","apoA, apo(a), apoB, apoC and apoE",,0.9
783,google-gemma,Statement 1 |  Suppose ∑|a_i| diverges and ∑ a_i = 2. There is a rearrangement a_i_k of the terms such that ∑ a_i_k = 4. Statement 2 | There exists metric spaces X and Y with X closed and bounded and a continuous mapping f : X → Y such that f(X) is NOT “closed and bounded”.,"True, True",,0.0
784,google-gemma,"Two days before his home was to be sold at a foreclosure sale, a homeowner obtained a temporary restraining order (TRO) in federal court that prevented his lender from proceeding with the sale for 14 days or until a preliminary injunction hearing could take place, whichever was sooner. When a preliminary injunction hearing could not be scheduled within the original 14-day period, the court extended the TRO for another 30 days. The lender appealed the court's order extending the TRO. The homeowner has moved to dismiss the appeal. Is the appellate court likely to dismiss the appeal?","No, because the 30-day extension makes the TRO equivalent to a preliminary injunction and therefore appealable.",,0.9
785,google-gemma,What do Homo sapiens and Australopithecus afarensis have in common?,a mode of locomotion,,0.9
786,google-gemma,"Based on the characteristic population curves that result from plotting population growth of a species, the most effective means of controlling the mosquito population is to",reduce the carrying capacity cif the environment to lower the K value,,0.1
787,google-gemma,"This question refers to the following information.
""If any person or persons shall, from and after the passing of this act, by force and violence, take and carry away, or cause to be taken or carried away, and shall, by fraud or false pretense, seduce, or cause to be seduced, or shall attempt so to take, carry away or seduce, any negro or mulatto, from any part or parts of this commonwealth, to any other place or places whatsoever, out of this commonwealth, with a design and intention of selling and disposing of, or of causing to be sold, or of keeping and detaining, or of causing to be kept and detained, such negro or mulatto, as a slave or servant for life, or for any term whatsoever, every such person or persons, his or their aiders or abettors, shall on conviction thereof, in any court of this commonwealth having competent jurisdiction, be deemed guilty of a felony.""
—Excerpt from Pennsylvania law, 1826
Critics challenged the constitutionality of this 1826 law in the Supreme Court on the grounds that it","clause of the Fifth Amendment of the Constitution.'
 'circumvented the three-fifths clause of the Constitution.'
 'violated the Constitutional injunction against bills of attainder.'
 'undermined the intent of the fugitive slave clause of the Constitution.'",,0.9
788,google-gemma,Newsletters generally fall in to which writing category?,Promotional writing,,0.9
789,google-gemma,Statement 1 | R is a splitting field of some polynomial over Q. Statement 2 | There is a field with 60 elements.,"False, False",,0.0
790,google-gemma,"In modern societies, social status is typically measured by a person's:",occupation,,0.9
791,google-gemma,"An employee is an orthodox member of his faith. He has recently been hired as a forest ranger by the state. In accordance with the orthodox tradition of his religion, the employee wears a covering on his head throughout the day. The director of the state forestry department has notified the employee that he will not be permitted to wear his head covering while on duty. A state forestry regulation provides that all forest rangers are required to wear only standard headgear in the interests of maintaining a uniform dress code conducive to the furtherance of the department's morale, efficiency, and professional standard of conduct. Although the employee wants to pursue a career as a forest ranger, he feels that his religious beliefs should not be compromised by a governmental agency. In trying to resolve his dilemma, the employee seeks your legal advice. You should advise him that in light of relevant U. S. Supreme Court decisions, the state regulation is probably","s right to freely exercise his religion.""",,0.9
792,google-gemma,When you drop a ball from rest it accelerates downward at 9.8 m/s^2. If you instead throw it downward assuming no air resistance its acceleration immediately after leaving your hand is,9.8 m/s2,,0.0
793,google-gemma,What is realism?,"Realism is a set of approaches to Security Studies that focuses on states, and tries to determine which strategy a state should adopt to achieve security and other goals.",,0.9
794,google-gemma,Describe the function of the lateral-line system in fishes.,"The lateral-line system in fishes functions in the detection of sound and acceleration, enables the fish to detect localized as well as distant water disturbances, and functions as an organ of equilibrium.",,0.0
795,google-gemma,"The teeth of different species of vertebrates are special-ized in a variety of ways and may be quite unlike those of man in number , structure, arrangement, and function. Give examples .","Snakes have thin, sharp teeth for capturing prey; carnivorous mammals like cats and dogs have pointed teeth for cutting and shearing; herbivorous animals like cows and horses have large, flat teeth for breaking up plant cell walls.",,0.0
796,google-gemma,In what ways are human beings not favorable for studies of inheritance?,"Complex genes interaction, environmental control, long lifespan, small family sizes, ethical issues",,0.9
797,google-gemma,What children's TV character is known as 'Da Niao' in China?,Big Bird,,0.0
798,google-gemma,"In an automobile accident case, the defendant claimed that the plaintiff was contributorily negligent by driving at an excessive speed. The defendant's attorney calls its first witness, who was standing along the side of the road when the plaintiff's and defendant's cars collided. The defendant's attorney asks the witness: ""Is it a fact that in your estimation, plaintiff was traveling at a speed of 45 m. p. h. in a 35 m. p. h. speed zone at the time of the accident?"" The plaintiff objects. The trial judge should","sustain the objection, because the witness is not an adverse witness.",,0.0
799,google-gemma,The _______ is the least developed area of the brain at birth.,cerebral cortex,,0.9
800,google-gemma,How is 4:00 pm expressed in military time?,1600,,0.9
801,google-gemma,Can there be any economic growth in the simple circular flow model?,"No, there cannot be any economic growth in the simple circular flow model",,0.9
802,google-gemma,"Select the best translation into predicate logic: Caroline is sweet if, and only if, Janet is engaged to Brad.",Sc ≡ Ej,,0.9
803,google-gemma,"Nussbaum claims that in cross-cultural communication, inhabitants of different conceptual schemes tend to view their interaction:",in an Aristotelian way.,,0.0
804,google-gemma,Which net ionic equation below represents a possible reaction that takes place when a strip of magnesium metal is oxidized by a solution of chromium (III) nitrate?,3Mg(s) + 2Cr3+ → 3Mg2+ + 2Cr(s),,0.0
805,google-gemma,"Which statement about absorption from the gastro-intestinal (GI) tract is most correct?
",The absorption of glucose is associated with sodium uptake.,,0.2
806,google-gemma,Define paired-associate learning and the methods it uses.,"Paired-associate learning is a type of learning where the subject attempts to learn a list of paired items, typically using the serial anticipation method or recall method.",,0.9
807,google-gemma,How is the Arabic numeral for '2' written?,2,,0.9
808,google-gemma,The “Lion Man” from Hohlenstein-Stadel cave is an example of:,mobiliary art.,,0.0
809,google-gemma,"From a behavioral perspective, phobic reactions to benign objects or events are acquired when those objects or events become associated with a stimulus that naturally produces a fear response. In other words, phobic reactions are due to:",classical conditioning.,,0.9
810,google-gemma,Crowding out,occurs when consumers and firms spend less offsetting expansionary fiscal policy.,,0.9
811,google-gemma,Marginal cost (MC) is equal to average variable cost (AVC) and average total cost (ATC) when:,MC intersects AVC and ATC at their minimum points.,,0.9
812,google-gemma,What is the Cassini division of Saturn's rings?,a large gap visible from Earth produced by an orbital resonance with the moon Mimas,,0.8
813,google-gemma,"A defendant and a classmate were students at a state college. They were spending a leisurely afternoon listening to music in the defendant's dorm room. They had just consumed a six-pack of beer when the classmate asked the defendant if there was anything else to drink. The defendant indicated there wasn't and suggested that his classmate drive to the store and buy another six-pack. The classmate told the defendant that his car wasn't working and asked the defendant if he could borrow his. The defendant assented and gave his classmate the keys to his car. The defendant knew that the classmate was drunk when he lent him his car. The classmate was driving to the store at an excessive rate of speed. As he approached an intersection, he was traveling at 70 M. PJ-I. When he came to the intersection, the light turned red. The classmate, who made no effort to stop in time, drove through the red light and collided with another car. The driver of the other car, who had entered the intersection with a green light, was killed in the accident. In the event that the defendant can be convicted of manslaughter, it will most likely be upon the basis of",recklessness in lending his car to his classmate.,,0.9
814,google-gemma,Howarethe type of muscle tissues differentiated?,"Skeletal muscle is responsible for most voluntary movements, smooth muscle is involved in most involuntary movements of internal organs, and cardiac muscle is the tissue of which much of the heart wall is composed.",,0.9
815,google-gemma,"Statement 1 | If R is a ring and f(x) and g(x) are in R[x], then deg (f(x)+g(x)) = maximum (deg f(x), deg g(x)). Statement 2 | If F is a field then every ideal of F[x] is principal.","False, True",,0.0
816,google-gemma,The heritability for traits of a cloned population is,0%,,0.0
817,google-gemma,How does a progressive income tax help to stabilize the economy?,It adds an element of built-in stability to an economy.,,0.9
818,google-gemma,"This question refers to the following information.
""We have witnessed for more than a quarter of a century the struggles of the two great political parties for power and plunder, while grievous wrongs have been inflicted upon the suffering people. We charge that the controlling influences dominating both these parties have permitted the existing dreadful conditions to develop without serious effort to prevent or restrain them. Neither do they now promise us any substantial reform. They have agreed together to ignore, in the coming campaign, every issue but one. They propose to drown the outcries of a plundered people with the uproar of a sham battle over the tariff, so that capitalists, corporations, national banks, rings, trusts, watered stock, the demonetization of silver and the oppressions of the usurers may all be lost sight of. They propose to sacrifice our homes, lives, and children on the altar of mammon; to destroy the multitude in order to secure corruption funds from the millionaires.
""Assembled on the anniversary of the birthday of the nation, and filled with the spirit of the grand general and chief who established our independence, we seek to restore the government of the Republic to the hands of 'the plain people,' with which class it originated. We assert our purposes to be identical with the purposes of the National Constitution; to form a more perfect union and establish justice, insure domestic tranquillity, provide for the common defence, promote the general welfare, and secure the blessings of liberty for ourselves and our posterity.""
Populist Party Platform, 1892
The sentiments expressed in the excerpt above about political parties are most similar to those expressed by","H. Ross Perot, Reform Party, 1996",,0.1
819,google-gemma,"A farmer purchased a new pickup truck from a local automobile dealership. A few weeks later, the farmer was using the truck to haul a load of supplies to his farm. As he drove down a small hill toward an intersection with a stop sign, he applied the brakes, but they failed to work, and the truck did not slow down. The farmer could not stop for the stop sign. He saw a pedestrian crossing the street at the intersection and tried to steer around him, but was unable to do so. The pickup truck struck the pedestrian and seriously injured him. If the injured pedestrian asserts a negligence claim against the auto dealership that sold the truck to the farmer, and if it is conclusively proven that the brake failure resulted from a manufacturing defect in the car, will the pedestrian prevail?","Yes, if the defect could have been discovered through the exercise of reasonable care by the auto dealer.",,0.0
820,google-gemma,"A builder sold a new house to a buyer for use as the buyer's residence. The buyer paid 10% of the purchase price and financed the rest by executing a promissory note and purchase money mortgage to the builder. A year later, the buyer missed several mortgage payments to the builder and became unable to make payments to the builder and became unable to make payments. During that year, property values in the neighborhood declined substantially. The builder suggested that the buyer deed the house back to the builder to settle all claims and avoid the costs and other disadvantages of foreclosure. The buyer deeded the house back to the builder. Does the builder now own fee simple title to the house?","Yes, because the transaction was reasonable and fair under the circumstances.",,0.0
821,google-gemma,A person is most likely to be helped in an emergency situation when:,there is a single bystander.,,0.1
822,google-gemma,To what extent and to what effect has the environment been securitized?,"the critical nature of environmental problems and the environmental dimensions to social vulnerability. The reconciliation of environmental security with national security, and global levels of international change cannot be made without trading in the security interests of the state.""",,0.9
823,google-gemma,Astronaut John Glenn served as a pilot in what branch of the military?,Marines,,0.9
